id,barcode,name,description,price,brand,amount,image_url,source,ingredients,conservation,preparation,nutrients,discount_id,category_id
195,8001120598035," Pomodoro, Mozzarella e Olive 2 Tramezzini 150 g","Nuova Ricetta, 150g",1.55,COOP, ,http://www.catalogoprodotti.coop.it/medias/4511614-1792289-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8ODQwN3xpbWFnZS9qcGVnfGhmZS9oZTkvODg2ODcyNDczNjAzMC5qcGd8ZGNlZjFjMGE0NzgxMmMxZTI5NTY1ZjJjNmNhYzlmN2I0NTYyY2MzY2NhMTY5MmFlNzAxZTY2MTkxZDYyZDFmMw,"Mozzarella: Italia, Pane tipo 0: Italia, Paesi bassi, Regno unito, Pomodoro: Italia","Pane tipo 0 (farina di grano tenero tipo 0, acqua, lievito, olio di semi di girasole, sale, zucchero, conservante: propionato di calcio, emulsionanti: esteri mono- e diacetiltartarici di mono- e digliceridi degli acidi grassi), Mozzarella 21% (latte, sale, caglio, fermenti lattici), Maionese (olio di semi di girasole, acqua, uova pastorizzate da galline allevate a terra, aceto di vino, succo di limone, sale, zucchero, addensante: gomma di xantano, aromi naturali (contiene senape), conservante: potassio sorbato), Pomodori parzialmente disidratati 6% (pomodoro, sciroppo di glucosio, sale), Olive verdi 6% (olive, sale, correttore di acidità: acido citrico), Può contenere crostacei, pesce, sedano, soia","Conservare in frigorifero tra +1°C e +4°C., Una volta aperto, conservare in frigorifero e consumare in giornata. Prodotto confezionato in atmosfera protettiva. Non forare la confezione.",,"Energia: 1451 kJ, Grassi: 21 g, di cui acidi grassi saturi: 5,4 g, Carboidrati: 29 g, di cui zuccheri: 2,1 g, Fibre: 1,4 g, Proteine: 10 g, Sale: 1,3 g", ,4
196,8001120832382, salmone Biologico 75 g,"Salmone vivi verde CoopNelle limpide e profondissime acque dei fiordi, Coop ha selezionato per te i più pregiati salmoni biologici, allevati nel rispetto dell'ambiente osservando, in ossequio alla normativa europea dell'acquacoltura biologica, rigorose regole nell'alimentazione e nella densità del pesce per metro cubo, per garantire ai salmoni medesimi un adeguato spazio all'interno del quale muoversi e nuotare. Il salmone biologico vivi verde Coop viene lavorato dal fresco, salato a mano ed affumicato, secondo l'antica tradizione nordica, con pregiati legni di faggio. Ricco di acidi grassi omega 3 è prodotto ideale da inserire nella tua alimentazione per una dieta bilanciata.Come smaltire le calorie in eccesso?Ad esempio 7 minuti di corsa equivalgono a circa 100 kcal. vivi verde, La linea vivi verde Coop comprende i prodotti biologici, sani e genuini grazie a un sistema di produzione che rispetta gli animali e l'ambiente, e prodotti non alimentari ecologici, realizzati con criteri sostenibili e di compatibilità ambientale., - Affumicato con legno di faggio, - Ricco di acidi grassi Omega-3, 2 Porzioni, 75g",4.35,VIVI VERDE, ,http://www.catalogoprodotti.coop.it/medias/7569850-1698144-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8MTA2NDN8aW1hZ2UvanBlZ3xoOGMvaDhkLzg4NTc5ODM2NDc3NzQuanBnfDkwNDY3OGQ5MmM3ZTAyNGQ1Mjk2NDg3OTUyNGRhODk4YWMyYzlkNDk3YmQ4NmJjYWQ1ZDQ0NTYyN2Q4ODczZTc,Salmone: Norvegia,"Salmone norvegese biologico (Salmo Salar) allevato in Norvegia 97%, Sale","Modalità di conservazione, Conservare in frigorifero ad una temperatura compresa tra 0°C e + 4°C. Una volta aperta la confezione, il prodotto deve essere consumato entro 2 giorni.","Suggerimenti per l'uso, Togliere il prodotto dal frigorifero 15 minuti prima della consumazione.","Energia: 827 kJ, Grassi: 198 kcal, di cui acidi grassi saturi: 99 kcal, di cui monoinsaturi: 12 g, di cui polinsaturi: 6,2 g, Carboidrati: 2,5 g, di cui zuccheri: 1,2 g, Fibre: 5,7 g, Proteine: 2,8 g, Sale: 3,8 g", ,4
197,8001120598066, Gamberetti 2 Tramezzini 140 g,"Nuova Ricetta, 140g",1.25,COOP, ,http://www.catalogoprodotti.coop.it/medias/4511624-1793993-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8Nzk5NXxpbWFnZS9qcGVnfGhkMi9oZDMvODg2OTEzNjg1OTE2Ni5qcGd8OGE2ZWY1NTlkN2ZkNmU3NmVkMWM4YjI0OGRmOThjY2I5NGFkNjUxMWYxMDYzMmZmMmZlMTEzNTliZjk0MzlkMA,"Gamberetto: Oceano atlantico, Pane tipo 0: Italia, Paesi bassi, Regno unito","Pane tipo 0 (farina di grano tenero tipo 0, acqua, lievito, olio di semi di girasole, sale, zucchero, conservante: propionato di calcio, emulsionanti: esteri mono- e diacetiltartarici di mono- e digliceridi degli acidi grassi), Salsa rosa 26% (maionese - olio di semi di girasole, acqua, uova pastorizzate da galline allevate a terra, aceto di vino, succo di limone, sale, zucchero, addensante: gomma di xantano, aromi naturali (contiene senape), conservante: sorbato di potassio, ketchup - concentrato di pomodoro, zucchero, aceto di vino, acqua, sale, aromi, addensanti: gomma di guar - gomma di xantano), Gamberetti in salamoia 23% (gamberetto boreale - Pandalus borealis, sale, destrosio, acidificanti: acido citrico, acido lattico; conservante: sorbato di potassio), Può contenere pesce, derivati del latte, sedano, soia","Conservare in frigorifero tra +1°C e +4°C. , Una volta aperto, conservare in frigorifero e consumare in giornata. Prodotto confezionato in atmosfera protettiva. Non forare la confezione. ",,"Energia: 1232 kJ, Grassi: 16 g, di cui acidi grassi saturi: 1,6 g, Carboidrati: 28 g, di cui zuccheri: 2,5 g, Fibre: 3 g, Proteine: 7,5 g, Sale: 1,4 g", ,4
198,8001120598059, Tonno e Uova 2 Tramezzini 150 g,"Nuova Ricetta, 150g",2.9,COOP, ,http://www.catalogoprodotti.coop.it/medias/4511620-1792291-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8ODQxNXxpbWFnZS9qcGVnfGg4OS9oNGMvODg2ODcyMzY4NzQ1NC5qcGd8MjUzZjMwMWExODg4YjA1ZGQ5NzEwZTgxZGI4NTFiNGU1NDE3OTk1MDJmZWI2YjFhOGMwNTA3YWQyOWU0ZmM3Zg,"Pane tipo 0: Italia, Paesi bassi, Regno unito, Tonno: Oceano atlantico, Oceano indiano, Oceano pacifico","Pane tipo 0 (farina di grano tenero tipo 0, acqua, lievito, olio di semi di girasole, sale, zucchero, conservante: propionato di calcio, emulsionanti: esteri mono- e diacetiltartarici di mono- e digliceridi degli acidi grassi), Maionese 25% (olio di semi di girasole, acqua, uova pastorizzate da galline allevate a terra, aceto di vino, succo di limone, sale, zucchero, addensante: gomma di xantano, aromi naturali (contiene senape), conservante: sorbato di potassio), Tonno al naturale 18% (tonnetto striato- Katsuwonus pelamis 98%, acqua, sale), Uova sode 10% (uovo sodo di gallina, acqua, sale, regolatori di acidità: acido citrico - acido lattico, conservante sorbato di potassio), Può contenere crostacei, derivati del latte, sedano, soia","Conservare in frigorifero tra +1°C e +4°C. , Una volta aperto, conservare in frigorifero e consumare in giornata. Prodotto confezionato in atmosfera protettiva. Non forare la confezione.",,"Energia: 1291 kJ, Grassi: 19 g, di cui acidi grassi saturi: 3,8 g, Carboidrati: 23 g, di cui zuccheri: 0,9 g, Fibre: 1,2 g, Proteine: 11 g, Sale: 1,1 g", ,4
199,8001120926906, nuggets vegetali Biologici 8 x 20 g,"Nuggets vegetali vivi verde CoopI nuggets vegetali di soia e verdure vivi verde Coop portano sulla tua tavola un'alternativa sfiziosa alle pietanze di carne, grazie alla panatura croccante e all'interno morbido e gustoso. Ideali anche per essere consumati come snack, aperitivo o antipasto.Come smaltire le calorie in eccesso?Ad esempio 7 minuti di corsa equivalgono a circa 100 kcal.vivi verde, La linea vivi verde Coop comprende i prodotti biologici, sani e genuini grazie a un sistema di produzione che rispetta gli animali e l'ambiente, e prodotti non alimentari ecologici, realizzati con criteri sostenibili e di compatibilità ambientale., Per una dieta vegetariana, Fonte di fibre, Fonte di proteine, 160g",1.55,VIVI VERDE, ,http://www.catalogoprodotti.coop.it/medias/7486144-1409825-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTMwNzZ8aW1hZ2UvanBlZ3xoNDMvaDQyLzg4MzI1NTUwNTcxODIuanBnfGJlOGY4ZmIyOTFiZjdmNGIxMzBlZDNiZTc5ODE2NDI1MzBiZjU3OTEwZThjMzg3MTM3MzhhYmJhNGJiNWFjODc,"Farina di soia: Italia, Austria, Francia, Pan grattato: Italia, Austria, Francia, Germania, Romania, Tofu: Italia, Slovenia","Farina di soia* ristrutturata e reidratata 28%, Panatura 20% (farina di frumento*, farina di mais*, amido di frumento*, sale, paprika*, agenti lievitanti: carbonato acido di sodio, monocalcio fosfato, lievito di birra), Carote*, Tofu* (soia*, acqua, coagulante: cloruro di magnesio), Olio di semi di girasole*, Piselli*, Fiocchi di patate* (patate*, estratto di rosmarino*), Cipolla*, Amido di tapioca*, Prezzemolo*, Sale, Può contenere tracce di uovo, sedano, sesamo e senape, *Biologici, IL PRODOTTO NON CONTIENE PROTEINE DI ORIGINE ANIMALE","Modalità di conservazione, Conservare in frigorifero ad una temperatura compressa tra 0°C e +4°C. Una volta aperta, la confezione deve essere consumata entro 2 giorni. Prodotto confezionato in atmosfera protettiva. Non forare la confezione., Da consumarsi previa cottura","Suggerimenti per l'uso, In padella: far dorare i nuggets in padella con un filo di olio extravergine, a fuoco lento per 12 minuti, avendo cura di rigirarli spesso., In forno: metti i nuggets direttamente in forno preriscaldato a 180° per 10 minuti., In microonde: togliere il prodotto dalla confezione e cuocere a 750 W per 4 minuti.","Energia: 1044 kJ, Grassi: 250 kcal, di cui acidi grassi saturi: 50 kcal, Carboidrati: 13 g, di cui zuccheri: 2,5 g, Fibre: 1,2 g, Proteine: 0,2 g, Sale: 23 g", ,4
200,8001120598042, Prosciutto Cotto 2 Tramezzini 150 g,"Nuova Ricetta, 150g",1.85,COOP, ,http://www.catalogoprodotti.coop.it/medias/4511618-1792290-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8Nzg0OXxpbWFnZS9qcGVnfGg3ZS9oMTMvODg2ODcyNDIxMTc0Mi5qcGd8NzJkOGZkMzc1MmZiMWY5YWVkMGJmMmViNmZmNGFkZjcxMGUzNjcwOGJmMzZhNmVhMzBmMGE4YjIwODY1NTY0OQ,"Pane tipo 0: Italia, Paesi bassi, Regno unito, Prosciutto cotto: Italia","Pane tipo 0 (farina di grano tenero tipo 0, acqua, lievito, olio di semi di girasole, sale, zucchero, conservante: propionato di calcio, emulsionanti: esteri mono- e diacetiltartarici di mono- e digliceridi degli acidi grassi), Prosciutto cotto 32% (carne di suino, sale, destrosio, aromi naturali, antiossidante: ascorbato di sodio, conservante: nitrito di sodio), Maionese 21% (olio di semi di girasole, acqua, uova pastorizzate da galline allevate a terra, aceto di vino, succo di limone, sale, zucchero, addensante: gomma di xantano, aromi naturali (contiene senape), conservante: sorbato di potassio), Può contenere crostacei, pesce, derivati del latte, sedano, soia","Conservare in frigorifero tra +1°C e +4°C., Una volta aperto, conservare in frigorifero e consumare in giornata. Prodotto confezionato in atmosfera protettiva. Non forare la confezione.",,"Energia: 1198 kJ, Grassi: 16 g, di cui acidi grassi saturi: 2,1 g, Carboidrati: 25 g, di cui zuccheri: 1,2 g, Fibre: 1,4 g, Proteine: 10 g, Sale: 1,6 g", ,4
201,8001120932235, Pasta Brisée Fresca 230 g,"La pasta brisée fresca Coop è già stesa in forma circolare, pronta per essere adagiata su una teglia rotonda. È avvolta in carta forno, così non occorre ungere la teglia e sarà più facile estrarre la torta a fine cottura. Il suo gusto delicato la rende perfetta sia per le preparazioni dolci che per quelle salate: tarte tatin, crostate di frutta, torta di ricotta, pastiera napoletana, torte salate, quiche, timballi, paté.Togliere dal frigorifero 5 minuti prima di utilizzare, Senza olio di palma, Senza grassi idrogenati, 230g",2.35,COOP, ,http://www.catalogoprodotti.coop.it/medias/7215524-1302325-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8NDAzMHxpbWFnZS9qcGVnfGg5MS9oZTIvODg2NDY0MjkyNDU3NC5qcGd8OTA0MjkyYzlmYmU2NTAyYjlmYTBiMmViZjdjNzRmNjk3MmVmYTU4NWM3NThjZjllYjZhMmY0NjFlNmNkZDc5NQ,"Burro: Belgio, Francia, Irlanda, Regno unito, Spagna, Farina di frumento: Francia, Germania","Farina di grano, Acqua, Burro concentrato, Alcol etilico, Sale, Succo di limone concentrato, Lievito di birra ","Conservare in frigorifero ad una temperatura compresa 0°C e + 6°C., Prodotto confezionato in atmosfera protettiva., Non forare la confezione. Da consumarsi previa cottura.","Suggerimenti per l'uso, Estrarre l'impasto dal frigorifero 5 minuti prima di utilizzarlo. Preriscaldare il forno a 220°C per 10 minuti circa., Srotolare la pasta in uno stampo. Pungere la pasta con una forchetta. Seguire la ricetta di vostra scelta. Fare cuocere 30 o 40 minuti a 180-200°C secondo la vostra ricetta (adattare il tempo in funzione del colore più o meno dorato della pasta).","Energia: 1485 kJ, Grassi: 354 kcal, di cui acidi grassi saturi: 213 kcal, Carboidrati: 15 g, di cui zuccheri: 9 g, Fibre: 6,5 g, Proteine: 3,9 g, Sale: 44 g", ,4
202,8001120932211, Pasta Sfoglia Fresca 230 g,"La pasta sfoglia fresca Coop è già stesa in forma circolare, pronta per essere adagiata su una teglia rotonda. È avvolta in carta forno, così non occorre ungere la teglia e sarà più facile estrarre la torta a fine cottura. Torte dolci e salate, crostate, strudel, biscotti, brioche, salatini: ecco le squisitezze che puoi creare con la pasta sfoglia fresca Coop.Togliere dal frigorifero 5 minuti prima di utilizzare, Senza olio di palma, Senza grassi idrogenati, 230g",0.3,COOP, ,http://www.catalogoprodotti.coop.it/medias/7215520-1302427-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8NDAyNnxpbWFnZS9qcGVnfGhkNS9oZDYvODg2NDY0MzQxNjA5NC5qcGd8MzczOTEzNDQ4MzBiMTFlZDE3YmMwZTNlZmJjODA4YWE1MjRiNDFmZThhMTRjMjRlNmJiNDc4ZTA4Y2VlNWYxMQ,"Burro: Belgio, Francia, Irlanda, Regno unito, Spagna, Farina di frumento: Francia, Germania","Farina di grano, Acqua, Burro concentrato, Alcol etilico, Sale, Lievito di birra, Succo di limone conentrato","Conservare in frigorifero ad una temperatura compresa tra  0°C e + 6°C., Prodotto confezionato in atmosfera protettiva., Non forare la confezione. Da consumarsi previa cottura.","Suggerimenti per l'uso, Estrarre l'impasto dal frigorifero 5 minuti prima di utilizzarlo. Preriscaldare il forno a 220°C per 10 minuti circa., Srotolare la pasta in uno stampo. Pungere la pasta con una forchetta. Seguire la ricetta di vostra scelta. Fare cuocere 30 o 35 minuti a 200°C secondo la vostra ricetta (adattare il tempo in funzione del colore più o meno dorato della pasta).","Energia: 1449 kJ, Grassi: 346 kcal, di cui acidi grassi saturi: 208 kcal, Carboidrati: 15 g, di cui zuccheri: 8,9 g, Fibre: 9,9 g, Proteine: 5,9 g, Sale: 42 g", ,4
203,8001120932228, Pasta Sfoglia Fresca Rettangolare 230 g,"La pasta sfoglia fresca Coop è già stesa in forma rettangolare, pronta per essere adagiata su una teglia rettangolare. È avvolta in carta forno, così non occorre ungere la teglia e sarà più facile estrarre la torta a fine cottura. Torte dolci e salate, crostate, strudel, biscotti, brioche, salatini: ecco le squisitezze che puoi creare con la pasta sfoglia fresca Coop.Togliere dal frigorifero 5 minuti prima di utilizzare, Senza olio di palma, Senza grassi idrogenati, 230g",2.7,COOP, ,http://www.catalogoprodotti.coop.it/medias/7215522-1302317-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8NDIxNXxpbWFnZS9qcGVnfGgxNy9oMGEvODg2NDY4MzA2NTM3NC5qcGd8MWMxZGE1MmE2NDdjY2JhNmM1YzBjNWZmZThlNzY5ODJjOWZiYjdkN2E4MzU5ODI5YmJjNDc5NjI3NmRlMTg0Yw,"Burro: Belgio, Francia, Irlanda, Regno unito, Spagna, Farina di frumento: Francia, Germania","Farina di grano, Acqua, Burro concentrato, Alcol etilico, Sale, Lievito di birra, Succo di limone concentrato","Conservare in frigorifero ad una temperatura compresa tra  0°C e + 6°C., Prodotto confezionato in atmosfera protettiva., Non forare la confezione. Da consumarsi previa cottura.","Suggerimenti per l'uso, Estrarre l'impasto dal frigorifero 5 minuti prima di utilizzarlo. Preriscaldare il forno a 220°C per 10 minuti circa., Srotolare la pasta in uno stampo. Pungere la pasta con una forchetta. Seguire la ricetta di vostra scelta. Fare cuocere 30 o 35 minuti a 200°C secondo la vostra ricetta (adattare il tempo in funzione del colore più o meno dorato della pasta).","Energia: 1449 kJ, Grassi: 346 kcal, di cui acidi grassi saturi: 208 kcal, Carboidrati: 15 g, di cui zuccheri: 8,9 g, Fibre: 9,9 g, Proteine: 5,9 g, Sale: 42 g", ,4
204,8001120797711, seitan alla piastra Biologico 2 x 100 g,"Seitan alla piastra vivi verde CoopIl Seitan alla piastra vivi verde Coop porta sulla tua tavola una gustosa alternativa alle pietanze di carne: appetitoso e veloce da preparare, è ricco in proteine vegetali.È realizzato con ingredienti biologici e senza l'utilizzo di aromi.Come smaltire calorie in eccesso?Ad esempio 30 minuti di camminata equivalgono a circa 100 kcal.vivi verde, La linea vivi verde Coop comprende i prodotti biologici, sani e genuini grazie a un sistema di produzione che rispetta gli animali e l'ambiente, e prodotti non alimentari ecologici, realizzati con criteri sostenibili e di compatibilità ambientale., Per una dieta vegetariana, Ricco di proteine, 2 Porzioni, 200g 2x100g",3.3,VIVI VERDE, ,http://www.catalogoprodotti.coop.it/medias/6970733-1300202-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTA0Mjd8aW1hZ2UvanBlZ3xoZjcvaGU1Lzg4MzYzOTYwMjM4MzguanBnfDEyYjIyYjkzOTY3ZjIzM2Y3YWUyYWU1NTcwOWQ2OTg3M2JhOTlkNWQzNDMxZWE1ZGQ1OWM2ZGQxZjcwOWY2OTY,"Farina di frumento: Italia, Canada, Olio di semi di girasole: Romania, Olio extra vergine di oliva: Italia, Grecia","Seitan* 109g per 100g di prodotto finito (farina di grano tenero tipo 0*, acqua, salsa di soia* (acqua, soia*, semola di grano duro integrale*, sale marino), zenzero*), Olio extravergine di oliva*, Olio di semi di girasole*, *Biologici , IL PRODOTTO NON CONTIENE PROTEINE ANIMALI","Prodotto confezionato sottovuoto, Modalità di conservazione, Conservare in frigorifero ad una temperatura da 0° a + 4°C. Una volta aperta la confezione deve essere consumata entro 2 giorni.","Suggerimenti per l'uso, Come ingrediente: adatto come base per la preparazione di secondi piatti come spezzatini, grigliate e burger. Tritato diventa un'ottima base per ripieni., In padella: far dorare 1-2 minuti per lato.","Energia: 698 kJ, Grassi: 2,9 g, di cui acidi grassi saturi: 0,5 g, Carboidrati: 4,8 g, di cui zuccheri: 0,4 g, Fibre: 1,6 g, Proteine: 29,2 g, Sale: 0,93 g", ,4
205,8001120908674, Carpaccio di polpo 110 g,Il carpaccio di polpo fior fiore viene realizzato a partire da materia prima attentamente selezionata. I polpi cotti vengono affettati interi con un taglio fine che ne preserva il profilo ed il gusto naturale.110g,4.35,FIOR FIORE, ,http://www.catalogoprodotti.coop.it/medias/7060612-1434854-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTQ1NzF8aW1hZ2UvanBlZ3xoOGMvaDQ4Lzg4MzE0MTQ0MDMxMDIuanBnfDc3N2U5MjA5YTU3ZDFiNjdjZjhkYTlmOTM0YzZjYmJjZTIxY2Q0OWFjOGYzYWQ4NTNlMmQ1NTY4ZWFiODZjYjY,"Polpo: Atlantico centro-orientale, Oceano indiano","Polpo cotto 90%, Olio di semi di girasole, Aceto di vino, Sale, Fruttosio, Succo di limone, Prezzemolo, Aromi naturali, Conservante: sorbato di potassio, Può contenere tracce di crostacei, pesce, latte e cereali contenenti glutine","Modalità di conservazione, Conservare in frigorifero ad una temperatura compresa tra 0°C e +4°C. Una volta aperta la confezione, consumare il prodotto entro 2 giorni.","Suggerimenti per l'uso, Per gustare al meglio il carpaccio di polpo fior fiore coop, togli la confezione dal frigorifero ed aprila 15 minuti prima di consumarlo.","Energia: 815 kJ, Grassi: 13,7 g, di cui acidi grassi saturi: 1,3 g, Carboidrati: 0,6 g, di cui zuccheri: 0,6 g, Fibre: 0 g, Proteine: 17,5 g, Sale: 1,2 g", ,4
206,8001120823588, Pesce spada affumicato 100 g,"Il pesce spada affumicato Fior Fiore Coop è ideale per aggiungere gusto e raffinatezza alla tua tavola, rendendo speciale anche un giorno qualsiasi. Viene lavorato secondo la tradizione mediterranea, a freddo, senza l'utilizzo di conservanti, coloranti e aromi, così da apprezzare al meglio il sapore prelibato e il caratteristico colore bianco-rosato. La materia prima di alta qualità è selezionata manualmente, la salagione viene applicata a secco e l'affumicamento avviene lentamente, con fumo di legni di faggio. Il gusto proprio del pesce non viene coperto dal sale nè dal fumo, che al contrario ne condiscono e ingentiliscono i sapori forti. Il pesce spada contiene Omega 3 ed è un alimento ad elevato contenuto proteico. Scopri il sapore del mare gustando i prodotti della linea affumicati Fior Fiore CoopCome smaltire le calore in eccesso?Ad esempio 7 minuti di corsa equivalgono a circa 100 kcal.fior fiore, Il Meglio della Cultura Gastronomica, Prodotto soggetto a calo peso naturale., 0,100kg",1.05,FIOR FIORE, ,http://www.catalogoprodotti.coop.it/medias/6613238-1274819-P.pngf-300Wx300H?context=bWFzdGVyfHJvb3R8OTk2NXxpbWFnZS9qcGVnfGhlMC9oOTMvODgwOTk1NzA2NDczNC5qcGd8Y2RjNzgzYzIyYWYwMzQyZGQzYzAxZTE1ODhlY2M5ZjA1MzliOWQ3NWE4Yzc1ZWMyMzQ2MTc2ZjA5MDFjNTAxYw,,"Pesce spada (Xiphias gladius), Sale, Zucchero di canna, Fumo naturale di legno di faggio","Modalità di conservazione, Conservare in frigorifero ad una temperatura da 0° a +4°C., Una volta aperta la confezione, consumare il prodotto entro 2 giorni.","Suggerimenti per l'uso, Per gustare al meglio il pesce spada affumicato Coop togli la confezione dal frigorifero e aprila 15 minuti prima di consumarla., Servilo come antipasto con una fetta di pane tostato e un ricciolo di burro o leggermente marinato con olio, limone e pepe., Il pesce spada affumicato Coop si presta ad essere utilizzato anche come ingrediente nella preparazione di primi piatti e di sfiziosi antipasti.","Energia: 783 kJ, Grassi: 187 kcal, di cui acidi grassi saturi: 94 kcal, Carboidrati: 11 g, di cui zuccheri: 5,5 g, Fibre: 3,3 g, Proteine: 1,7 g, Sale: 0,4 g", ,4
207,8001120983398, Insalata Russa 200 g,"Nell'Insalata Russa Coop puoi trovare una gustosa combinazione di cremosa maionese e croccanti verdure, pronta da gustare in ogni occasione.200g",3.15,COOP, ,http://www.catalogoprodotti.coop.it/medias/2850051-1865202-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8OTEwN3xpbWFnZS9qcGVnfGhmOC9oMWIvODg3NTEzNjk3NDg3OC5qcGd8ZmY4MDU0Y2M1YWUyZDVjYjZjMjNiZTY4ODZjN2EyNDQzMjBlMzBlZGIxNDExMmRiZGExZTNlYTdlZmI1MTllNw,"Carota: Belgio, Paesi bassi, Patata: Italia, Belgio, Paesi bassi, Pisello: Belgio, Francia, Paesi bassi","Ortaggi cotti misti in proporzione variabile 63% (patate, carote, piselli, aceto di vino, sale, correttore d'acidità: acido lattico), Maionese 37% (olio di semi di girasole, acqua, uova pastorizzate (3,7% sul totale), aceto di vino, sale, zucchero, senape (acqua, semi di senape, aceto di vino, sale, zucchero, miscela di spezie, acidificante: acido tartarico), succo di limone, acidificante: acido lattico; addensanti: gomma xanthano, amido modificato di mais; conservante: acido sorbico), Può contenere crostacei, pesce, latte, sedano, noci e anacardi, SENZA GLUTINE","Conservare in frigorifero ad una temperatura compresa tra 0°C e 4°C., Una volta aperta la confezione, consumare il prodotto entro 24 ore. , Prodotto confezionato in atmosfera protettiva. Non forare la confezione.",,"Energia: 1071 kJ, Grassi: 25 g, di cui acidi grassi saturi: 3 g, Carboidrati: 3,6 g, di cui zuccheri: 1,2 g, Fibre: 2,9 g, Proteine: 3,2 g, Sale: 0,79 g", ,4
208,8001120915177, Insalata di mare 280 g,"Nell'insalata di mare Coop puoi trovare una gustosa combinazione di molluschi e crostacei, pronta da gustare in ogni occasione.Nuova ricetta, Peso netto 280g Peso sgocciolato 160g",2.85,COOP, ,http://www.catalogoprodotti.coop.it/medias/6632999-1450503-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTQyMTF8aW1hZ2UvanBlZ3xoNjgvaDE3Lzg4MzEzODYzMjA5MjYuanBnfDM5YWMyNGEzNzg4MmI5MDM2ZDExMDIxMjI5NjliZWE3MThmNWVjYWRjYmI1ZDM1MTIzMDVkNzQyNWZiYWYzNTM,"Polpo: Oceano atlantico, Oceano indiano, Oceano pacifico, Totano: Oceano atlantico, Oceano pacifico","Preparazione a base di molluschi e crostacei 57% (totani, polpi, mazzancolle, cozze, aceto di vino, sale, succo di limone, fruttosio, aromi naturali, correttore di acidità: citrato di sodio. Conservante: sorbato di potassio), Olio di semi di girasole, Può contenere tracce di pesce, latte e cereali contenenti glutine",Conservare in frigorifero ad una temperatura da 0° a +4°C. Una volta aperto consumare entro 3 giorni. Prodotto confezionato in atmosfera protettiva.,,"Energia: 1644 kJ, Grassi: 399 kcal, di cui acidi grassi saturi: 123 kcal, Carboidrati: 39,5 g, di cui zuccheri: 6,4 g, Fibre: 4,6 g, Proteine: 0,9 g, Sale: 0,8 g", ,4
209,8001120797704, tofu al naturale Biologico 2 x 125 g,"Tofu al naturale vivi verde CoopIl tofu al naturale vivi verde Coop è un ingrediente versatile che grazie al suo gusto delicato si presta ai più svariati abbinamenti.Ottimo alleato in cucina anche per dare consistenza e struttura a impasti, ripieni e creme. Contiene soia italiana biologica.Come smaltire calorie in eccesso?Ad esempio 11 minuti salendo le scale equivalgono a circa 100 kcal.vivi verde, La linea vivi verde Coop comprende i prodotti biologici, sani e genuini grazie a un sistema di produzione che rispetta gli animali e l'ambiente, e prodotti non alimentari ecologici, realizzati con criteri sostenibili e di compatibilità ambientale., Per una dieta vegetariana, Ricco di proteine, A bassissimo contenuto di sodio, 2 Porzioni, 250g 2x125g",4.6,VIVI VERDE, ,http://www.catalogoprodotti.coop.it/medias/6970732-1300194-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTAwMjR8aW1hZ2UvanBlZ3xoYjAvaGZiLzg4MzYzNzgzMjkxMTguanBnfGE1NTc1MDQ0OWRjZDNkNTFlN2RhZTQxZGU1YTM1NmJjYzA5MWFjY2EzNjlmYzcyZDU1MmM5YzZiYTcwNWY3NTM,Soia: Italia,"Acqua, Soia* 41%, Cloruro di magnesio, *Biologica, Può contenere tracce di glutine, sesamo e lupino , IL PRODOTTO NON CONTIENE PROTEINE ANIMALI","Prodotto confezionato sottovuoto, Modalità di conservazione, Conservare in frigorifero ad una temperatura da 0° a + 4°C. Una volta aperta la confezione deve essere consumata entro 2 giorni.","Suggerimenti per l'uso, Uso a crudo: tagliare il tofu a fettine o dadini, condire con salsa di soia o sale e olio e usare per arricchire insalate, farcire panini e piadine o frullato per creare creme e condimenti., In padella: far dorare per 2-3 minuti eventualmente con poco olio.","Energia: 554 kJ, Grassi: 133 kcal, di cui acidi grassi saturi: 166 kcal, Carboidrati: 7,8 g, di cui zuccheri: 9,8 g, Fibre: 1,2 g, Proteine: 1,6 g, Sale: 0,5 g", ,4
